,ts,title
380,20080116,"mDialog Announces Optimization of Its Web Video 2.0 Platform for Apple iPhone and.... RushNet Declares Dividend of Apple Rush Shares.  Big Apple Worldwide Sets Goal to Benefit the Make-A-Wish(R) Foundation.  Big Apple Worldwide Sets Goal to Benefit the Make-A-Wish(R) Foundation. Apple unveils super-thin ""Air"" laptop, Web movies. CallWave Launches Visual Voicemail for Apple Products. ""Real Housewives"" goes Big Apple"
381,20080117,Belkin Announces New Sleeves for Apple MacBook Air(TM)
382,20080118,Maria Marin Takes a Bite of Big Apple Radio
383,20080119,
384,20080120,
385,20080121,Thai AIS in talks with Apple on iPhone launch
386,20080122,"S&P; futures slip as tech hit by Apple forecast. Apple forecast below Wall Street targets. US STOCKS-S&P; futures slip as tech hit by Apple forecast. Apple CFO sees 2nd-qtr margin of about 32 pct. US STOCKS-S&P; futures fall as Apple forecast hits tech. Apple CFO says parts prices helped 1st-qtr margin. Apple forecast below Wall Street targets. Apple Reports First Quarter Results. Apple iPhone Visual Voicemail Co-Defendant, SimulScribe, Settles Lawsuit with Klausner.... Apple Adds Pink to the iPod nano Lineup. Travelocity Launches Mobile Application for Apple iPhone and iPod Touch"
387,20080123,"US STOCKS-Nasdaq falls 3 percent, Apple and Motorola sink. Apple shares fall 11 percent on outlook concerns. US STOCKS-Market opens down on recession fears, Apple. Apple senior execs get bonuses, Jobs still at $1. US STOCKS-Recession worries, Apple weigh on futures. US STOCKS-Futures fall on recession worries, Apple. Apple shares drop after missed forecast"
388,20080124,
389,20080125,
390,20080126,
391,20080127,
392,20080128,"A quarter of Apple iPhones ""unlocked"": analyst"
393,20080129,"Quarter of Apple iPhones ""unlocked"": analyst"
394,20080130,
395,20080131,
396,20080201,
397,20080202,
398,20080203,
399,20080204,
400,20080205," Wal-Mart, Westport and Mojave Desert Air District Partner to Reduce Emissions With LNG Trucks in Apple Valley, CA. Apple unveils iPhone, iPod touch with more memory. Big Apple Circus Selects AudienceView for CRM: Ticketing, Fundraising and Audience.... Apple Adds New iPhone & iPod touch Models. Independent Apple Authorized Training Centers Form ''Certified Training Alliance''..."
401,20080206,"Another Apple iPhone Visual Voicemail Co-Defendant Settles Lawsuit with Klausner.... Apple unveils iPhone, iPod touch with more memory"
402,20080207,Apple Rush & E-Water See West Coast & Asian Gains
403,20080208,RushNet Provides Update on Gifted Shares of Apple Rush. Four ON Networks Shows Named Best New Video Podcasts of 2007 by Apple iTunes
404,20080209,
405,20080210,Apple seeks staff for new Europe stores
406,20080211,"UPDATE 1-RESEARCH ALERT-Citi adds Apple to Top Picks Live list. Apple inches up on broker action. Apple to open in Germany, Switzerland, Ireland. CORRECTED: Apple seeks staff for new German, Swiss retail stores"
407,20080212, Big Apple Worldwide Subsidiary Secures LEGO(R) Licensing Agreement. Apple Releases Aperture 2. MultiFactor Corporation Announces SecureAuth for Apple Safari. Cheerwine Sweetens Up Valentine's Day in the Big Apple
408,20080213,
409,20080214,
410,20080215," The Big Apple Gets Big Home Improvement Help From All Around the Home.  The Big Apple Gets Big Home Improvement Help From All Around the Home. An Apple for the Teacher, a Chevy Cobalt for the Student"
411,20080216,
412,20080217,
413,20080218,
414,20080219,Apple Introduces Xsan 2. AirMagnet's Award-Winning Laptop Analyzer Now Available on the Apple MacBook Pro
415,20080220," GalleryCollection.com Rewards Apple iPods to Select Finalists of 1st Annual Create-A-Greeting-Card $10,000 Scholarship"
416,20080221,31 Teachers Named Finalists for Golden Apple Awards.  ChristieCommunications Helps Grow the Big GREEN Apple
417,20080222,
418,20080223,
419,20080224,
420,20080225,American Stock Exchange Lists Morgan Stanley's 14% SPARQS Linked to Apple Inc.. Marketers Flock to the Big Apple for Search Engine Strategies New York
421,20080226,American Stock Exchange Lists Citigroup Funding Inc.'s 13% Elks Based Upon Apple.... Apple Introduces New MacBook and MacBook Pro Models
422,20080227,"Apple affirms iPhone target. Apple affirms iPhone target. Apple on track to sell 10 million iPhones in 2008-COO. Apple on track to sell 10 mln iPhones in 2008: COO. Apple rises after positive iPhone. ACU to Pioneer New Learning Strategies Using Apple iPhone, iPod Touch. Apple to talk iPhone software plans on March 6. Apple Specialist Dealers Announce Big Growth in 2007"
423,20080228,Apple shares rise on optimism over iPhone demand
424,20080229,
425,20080301,
426,20080302,
427,20080303,"Apple Valley SMMC Workers Choose USW. Apple Tops FORTUNE's 26th Annual List of America's Most Admired Companies; Up Six.... Apple to Open Retail Store in Baton Rouge, Louisiana on Thursday, March 6, 2008"
428,20080304,"Apple plans no dividend or buyback. Apple sees iPhone in China ""one day"". US STOCKS-Wall St hits session lows after Apple news. Apple proposal on exec. pay advisory vote passed. UPDATE 1-RESEARCH ALERT-Caris cuts Apple 2008 EPS view, target.  Big Apple Worldwide, Inc. Announces Reduction of 19 Billion Authorized Shares.  Big Apple Worldwide, Inc. Announces Reduction of 19 Billion Authorized Shares. Apple iMac Fans Hit the Road with CaseCruzer's Advanced Travel-Safe Pelican Carrying..."
429,20080305,Apple plans no dividend or buyback
430,20080306,"Apple iPhone targets RIM with corporate e-mail. Apple unveils iPhone software creation tools. Apple Announces iPhone 2.0 Software Beta. Apple says iPhone to support Microsoft Exchange.  Big Apple Worldwide, Inc. Welcomes High Tech Industry Veteran to Board of Directors. GetQuik Makes it Easy for Apple iPhone Users to Place Restaurant Food Orders On-The-Go. Apple challenges RIM"
431,20080307,Apple iPhone targets RIM with corporate e-mail. Apple unveils iPhone software creation tools
432,20080308,
433,20080309,
434,20080310,Lionsgate(R) and Apple to Deliver iTunes Digital Copy on Select DVD and Blu-ray Releases. Levon Helm presents music for Big Apple
435,20080311,"Apple Inc. downplays Beatles ""speculation"". Levon Helm presents music for Big Apple"
436,20080312,"Levon Helm presents music for Big Apple. Apple Inc. downplays Beatles ""speculation"". Levon Helm presents music for Big Apple"
437,20080313,
438,20080314,
439,20080315,
440,20080316,
441,20080317,"BAB, Inc. Opens a Big Apple Bagels Xpress(R) in a new SUBWAY(R) Restaurant. Apple Introduces New AirPort Express With 802.11n"
442,20080318,ADDING MULTIMEDIA Sybase iAnywhere Releases Secure Enterprise Email for Apple iPhone. Apple Releases Safari 3.1. Sybase iAnywhere Releases Secure Enterprise Email for Apple iPhone
443,20080319,Apple talking to labels about unlimited music: report
444,20080320,
445,20080321,
446,20080322,
447,20080323,"Israeli singer embraces Britney, Apple for success"
448,20080324,"Israeli singer embraces Britney, Apple for success"
449,20080325,"Israeli singer embraces Britney, Apple for success. Apple to Open Retail Store in Cherry Hill, New Jersey on Saturday, March 29, 2008"
450,20080326,Xytech Enterprise Software Announces Support for Apple Computers.  Fuego Entertainment Is in Dispute With Apple Corps Limited Regarding Exploitation of 1962 Beatles Recordings.  Cisco WebEx Expands Support for Apple Mac Users Across Collaboration Suite
451,20080327,Wolfson misses out on Apple players. Wolfson snubbed as supplier to new Apple players-source
452,20080328,The First Forensic Solution for the Apple iPhone Has Been Released. US STOCKS-Benign inflation data helps stocks; Apple gains. Apple Releases Aperture 2.1 with Powerful Image Editing Plug-In Architecture
453,20080329,
454,20080330,
455,20080331,"Apple Sued for iMac Deception by Kabateck Brown Kellner. 125 Students Named Golden Apple Scholars of Illinois. Apple has biggest impact on world consumers: survey. Apple Leads, Toyota Ranks High in brandchannel's Branding Awards"
456,20080401,"Research and Markets: Study Apple Computer, Inc's Strengths, Weaknesses, Opportunities,.... User Survey Shows iPhone is Paying off Big for both Apple and AT&T;. Apple has biggest impact on world consumers: survey"
457,20080402,Apple Presents Grammy-Nominated Band Counting Crows Live at The Grove.  JAJAH to Develop Native VoIP Application for the Apple iPhone
458,20080403,Apple says iTunes now top U.S. music retailer. Apple says iTunes now top U.S. music retailer. Apple Presents Grammy-Nominated Band Counting Crows Live at The Grove
459,20080404,Research and Markets: Apple Shipped 2.315 Million iphones in the Final Quarter of...
460,20080405,
461,20080406,
462,20080407,Chase Joins Earth Day Network and Green Apple Festival to Celebrate Earth Day from.... Apple shares rise before the bell.  Big Apple Worldwide Subsidiary to Furnish Custom Wallcoverings for Landmark California Hotel
463,20080408," Adults Who Eat Apples, Drink Apple Juice Have Lower Risk for Metabolic Syndrome.  Adults Who Eat Apples, Drink Apple Juice Have Lower Risk for Metabolic Syndrome. Chase Joins Earth Day Network and Green Apple Festival to Celebrate Earth Day from.... UPDATE 1-RESEARCH ALERT-Morgan Keegan downgrades Apple"
464,20080409,Ambric to Demo the Apple Port of the Am2045 GT Video Reference Platform for MPEG-2....  Big Apple Worldwide Combines Marketing Efforts With Energy Management Firm
465,20080410,"Kingston Technology Rolls Out 800MHz FB-DIMM Memory Kits Supporting Apple Mac Pro....  Big Apple Wallcovering, Inc. Launches New Web Site to Facilitate All Wallcovering Professionals"
466,20080411,MassStore(TM) WAM(TM) Suite Delivers New Power to Apple Final Cut Studio Editors
467,20080412,
468,20080413,
469,20080414,
470,20080415,"TechSmith's Camtasia Studio Now Allows Users to Share Screencasts with Apple iPhone....  Big Apple Wallcovering, Inc.'s ""No More Books(R)"" Now Registered Trademark"
471,20080416,"Apple Corps Ltd., Cirque du Soleil and EMI Music Announce the Global DVD Release.... NVIDIA Takes Apple Mac Pro Users to New Level of Stunning Visual Experience"
472,20080417,"Apple Rush Receives Positive Feedback from Distributors, Retailers at Denver Beverage..."
473,20080418,The Weather Channel Joins Earth Day Network and Green Apple Festival's DC Celebration...
474,20080419,The Weather Channel Joins Earth Day Network and Green Apple Festival's DC Celebration...
475,20080420,
476,20080421,"US STOCKS-Nasdaq edged higher, Apple leads gains. Apple Rush Secures $500K Equity Infusion"
477,20080422,"Earth Day Message From Green Apple Cleaners: Beware of Green Washing by 'Organic'.... Apple results still seen sweet despite recession. UPDATE 1-RESEARCH ALERT-AmTech cuts Apple to neutral. Apple to Open Retail Store in Fairfax, Virginia on Saturday, April 26, 2008"
478,20080423,"Apple profit rises but margins a letdown. Apple says confident in 2008 iPhone sales goal. Apple CFO expects flat gross margin in 3rd-quarter. INSTANT VIEW: Apple profit beats expectations. Apple shares extend decline. Apple profit rises on strong Mac, iPod sales. US STOCKS-Tech sector's gains lift Wall St, Apple falls late. Apple Q2 revenue of $7.51 bln beats expectations; Shares up 4.. Apple Reports Record Second Quarter Results. Apple buying microchip designer P.A. Semi. US STOCKS-Market gains on Boeing; Apple lifts tech. Apple buying microchip designer P.A. Semi - report. REFILE-US STOCKS-Wall St opens up on Boeing; Apple lifts tech"
479,20080424,"UPDATE 2-RESEARCH ALERT-Analysts raise price target on Apple. Next Inning Technology Updates Outlooks for PMC-Sierra, QLogic, Intel, and Apple. A.D.A.M. Hands Premier Resorts the Apple. US STOCKS-Wall St opens flat as oil drops, Apple gains. US STOCKS-Futures at session highs helped by oil, Apple.  Homeland Integrated Security Systems Re-Engages Big Apple Consulting USA. Apple profit rises but margins a letdown"
480,20080425,"National Underground Railroad Freedom Center Chooses Apple to Power Digital Learning.... Strategy Analytics: Motorola, Sony Ericsson and Apple Lose Global Handset Marketshare..."
481,20080426,
482,20080427,
483,20080428,Apple Updates iMac
484,20080429, York Telecom Enhances Federal Capabilities With Apple Reseller Partnership. Rogers Issues Statement on the Apple iPhone
485,20080430,"American Security Bank Opens Second Banking Office in Apple Valley. Strategy Analytics: Top 5 Handset Vendors Losing Ground as RIM, HTC and Apple Advance....  PRSA-NY Announces 2008 Big Apple Awards Finalists"
486,20080501,Research and Markets: Launch of iphone by Apple Inc is the Major Factor Fuelling...
487,20080502,Golden Apple Award Winners to Be Surprised by Class-Visit Announcements
488,20080503,Parton brings crowd-pleasing country to Big Apple
489,20080504,Parton brings crowd-pleasing country to Big Apple
